,comp_id,inc_date,rec_date,close_date,boro,precinct,disp,inc_dt,rec_dt,close_dt
19,202002159,3/13/2020,3/13/2020 22:05,2/28/2022 11:20,Bronx,44,Exonerated,3/13/2020,3/13/2020 22:05,2/28/2022 11:20
20,202306801,7/23/2023,7/23/2023 13:27,11/16/2023 12:19,Bronx,48,Complainant Unavailable,7/23/2023,7/23/2023 13:27,11/16/2023 12:19
21,202304467,5/10/2023,5/19/2023 16:12,7/11/2023 9:55,Bronx,40,Complaint Withdrawn,5/10/2023,5/19/2023 16:12,7/11/2023 9:55
22,202309791,10/18/2023,10/18/2023 9:43,6/14/2024 15:26,Brooklyn,62,Substantiated (Formalized Training),10/18/2023,10/18/2023 9:43,6/14/2024 15:26
23,202302255,2/3/2023,3/17/2023 11:24,6/28/2023 9:05,Bronx,47,Alleged Victim Uncooperative,2/3/2023,3/17/2023 11:24,6/28/2023 9:05
24,202002236,3/18/2020,3/18/2020 19:32,3/30/2022 11:27,Brooklyn,61,Unsubstantiated,3/18/2020,3/18/2020 19:32,3/30/2022 11:27
25,201706891,2017-__-__,8/22/2017 10:46,10/16/2017 18:17,Brooklyn,63,Complainant Uncooperative,NA,8/22/2017 10:46,10/16/2017 18:17
26,201705502,6/29/2017,7/6/2017 16:27,9/5/2017 15:19,Queens,105,Complainant Unavailable,6/29/2017,7/6/2017 16:27,9/5/2017 15:19
27,201802098,3/8/2018,3/16/2018 11:09,10/16/2018 18:36,Bronx,52,Substantiated (Command Discipline A),3/8/2018,3/16/2018 11:09,10/16/2018 18:36
28,202104804,8/12/2021,8/12/2021 10:09,10/21/2021 9:40,Manhattan,14,Complainant Unavailable,8/12/2021,8/12/2021 10:09,10/21/2021 9:40
29,202308796,9/10/2023,9/19/2023 8:08,3/8/2024 13:37,Manhattan,7,Closed - Pending Litigation,9/10/2023,9/19/2023 8:08,3/8/2024 13:37
30,202107621,12/7/2021,12/15/2021 11:45,8/21/2023 13:22,Manhattan,28,Unable to Determine,12/7/2021,12/15/2021 11:45,8/21/2023 13:22
31,202002875,4/15/2020,4/24/2020 14:58,10/26/2020 15:04,Staten Island,122,Unfounded,4/15/2020,4/24/2020 14:58,10/26/2020 15:04
32,201700648,12/18/2016,1/25/2017 15:58,5/19/2017 14:46,Bronx,46,Officer(s) Unidentified,12/18/2016,1/25/2017 15:58,5/19/2017 14:46
33,201803618,6/25/2016,5/8/2018 11:17,8/6/2018 8:19,Brooklyn,70,Complainant Unavailable,6/25/2016,5/8/2018 11:17,8/6/2018 8:19
34,202107299,11/29/2021,12/1/2021 9:32,4/11/2023 12:39,Brooklyn,73,Substantiated (Charges),11/29/2021,12/1/2021 9:32,4/11/2023 12:39
35,202105920,,10/1/2021 15:15,12/28/2021 15:32,Bronx,50,Complainant Uncooperative,NA,10/1/2021 15:15,12/28/2021 15:32
36,201806550,7/29/2018,8/9/2018 17:49,12/11/2019 13:29,Bronx,40,Substantiated (Charges),7/29/2018,8/9/2018 17:49,12/11/2019 13:29
37,201710482,12/19/2017,12/19/2017 17:36,2/9/2018 11:10,Brooklyn,67,Complaint Withdrawn,12/19/2017,12/19/2017 17:36,2/9/2018 11:10
38,202208555,12/14/2022,12/14/2022 20:30,2/8/2024 16:59,Bronx,40,Unfounded,12/14/2022,12/14/2022 20:30,2/8/2024 16:59
39,202204711,7/15/2022,7/18/2022 13:32,8/17/2022 14:13,Manhattan,24,Complainant Uncooperative,7/15/2022,7/18/2022 13:32,8/17/2022 14:13
40,201704981,6/19/2017,6/19/2017 20:06,11/30/2017 15:56,Brooklyn,84,Mediation Attempted,6/19/2017,6/19/2017 20:06,11/30/2017 15:56
41,201706637,7/31/2017,8/14/2017 14:06,9/21/2017 13:47,Brooklyn,90,Closed - Pending Litigation,7/31/2017,8/14/2017 14:06,9/21/2017 13:47
42,202107559,12/4/2021,12/13/2021 10:18,1/27/2023 11:56,Brooklyn,71,Substantiated (Command Discipline B),12/4/2021,12/13/2021 10:18,1/27/2023 11:56
43,201810130,12/1/2018,12/5/2018 17:46,4/16/2019 13:26,Brooklyn,67,Mediated,12/1/2018,12/5/2018 17:46,4/16/2019 13:26
44,202001521,2/16/2020,2/23/2020 23:54,6/29/2020 9:32,Bronx,47,Closed - Pending Litigation,2/16/2020,2/23/2020 23:54,6/29/2020 9:32
45,201910838,12/19/2019,12/19/2019 2:07,4/30/2020 7:38,Bronx,47,Complainant Uncooperative,12/19/2019,12/19/2019 2:07,4/30/2020 7:38
46,201809882,11/28/2018,11/28/2018 12:13,5/30/2019 15:40,Manhattan,34,Mediation Attempted,11/28/2018,11/28/2018 12:13,5/30/2019 15:40
47,202004775,7/1/2020,7/2/2020 1:10,2/24/2022 19:42,Queens,115,Unsubstantiated,7/1/2020,7/2/2020 1:10,2/24/2022 19:42
48,201802087,3/8/2018,3/16/2018 11:12,9/5/2018 17:37,Bronx,40,Mediation Attempted,3/8/2018,3/16/2018 11:12,9/5/2018 17:37
49,202400399,1/10/2024,1/11/2024 16:58,1/16/2024 11:18,Bronx,40,OMB PEG Directive Closure,1/10/2024,1/11/2024 16:58,1/16/2024 11:18
50,202105325,9/7/2021,9/7/2021 13:08,1/19/2023 16:27,Manhattan,26,Substantiated (Command Discipline B),9/7/2021,9/7/2021 13:08,1/19/2023 16:27
51,201902298,2/28/2019,3/15/2019 11:57,6/13/2019 18:57,Queens,104,Closed - Pending Litigation,2/28/2019,3/15/2019 11:57,6/13/2019 18:57
52,201706551,8/4/2017,8/9/2017 14:43,9/8/2017 15:46,Queens,107,Administratively Closed,8/4/2017,8/9/2017 14:43,9/8/2017 15:46
53,202305219,5/31/2023,6/8/2023 11:29,10/19/2023 15:35,Bronx,40,Complainant Uncooperative,5/31/2023,6/8/2023 11:29,10/19/2023 15:35
54,201710519,12/12/2017,12/21/2017 12:06,3/20/2018 15:45,Bronx,45,Complainant Uncooperative,12/12/2017,12/21/2017 12:06,3/20/2018 15:45
55,202004680,6/13/2020,6/29/2020 11:35,9/22/2020 15:52,Manhattan,25,Victim Unidentified,6/13/2020,6/29/2020 11:35,9/22/2020 15:52
56,202101270,2/23/2021,2/26/2021 14:00,9/26/2022 12:16,Brooklyn,67,Complainant Uncooperative,2/23/2021,2/26/2021 14:00,9/26/2022 12:16
57,201907671,8/17/2019,8/28/2019 11:08,1/7/2021 15:51,Brooklyn,84,Substantiated (Command Discipline A),8/17/2019,8/28/2019 11:08,1/7/2021 15:51
58,201710330,12/10/2017,12/14/2017 10:20,10/16/2018 18:37,Manhattan,18,Officer(s) Unidentified,12/10/2017,12/14/2017 10:20,10/16/2018 18:37
59,201701425,2/16/2017,2/22/2017 11:06,4/10/2017 14:53,Bronx,42,Complainant Uncooperative,2/16/2017,2/22/2017 11:06,4/10/2017 14:53
60,201807186,6/3/2018,8/30/2018 11:06,11/26/2018 11:21,Manhattan,25,Alleged Victim Unavailable,6/3/2018,8/30/2018 11:06,11/26/2018 11:21
61,201709228,11/2/2017,11/8/2017 11:01,3/8/2018 17:19,Brooklyn,72,Unsubstantiated,11/2/2017,11/8/2017 11:01,3/8/2018 17:19
62,202301177,1/24/2023,2/9/2023 10:01,5/25/2023 9:06,Manhattan,6,Complainant Unavailable,1/24/2023,2/9/2023 10:01,5/25/2023 9:06
63,202207933,11/10/2022,11/18/2022 13:07,2/8/2024 16:59,Brooklyn,79,Substantiated (Command Discipline B),11/10/2022,11/18/2022 13:07,2/8/2024 16:59
64,201907335,8/18/2019,8/19/2019 0:07,10/26/2020 15:03,Brooklyn,77,Unsubstantiated,8/18/2019,8/19/2019 0:07,10/26/2020 15:03
65,202200020,12/7/2021,12/31/2021 10:46,4/7/2022 13:25,Queens,115,Closed - Pending Litigation,12/7/2021,12/31/2021 10:46,4/7/2022 13:25
66,201807570,9/12/2018,9/14/2018 10:58,3/18/2019 16:36,Manhattan,5,Mediation Attempted,9/12/2018,9/14/2018 10:58,3/18/2019 16:36
67,202107762,12/19/2021,12/21/2021 11:15,4/5/2023 12:56,Brooklyn,67,Substantiated (Formalized Training),12/19/2021,12/21/2021 11:15,4/5/2023 12:56
68,201910477,12/5/2019,12/5/2019 14:20,6/16/2020 15:29,Bronx,48,Complainant Uncooperative,12/5/2019,12/5/2019 14:20,6/16/2020 15:29
69,201702238,3/18/2017,3/23/2017 14:05,4/3/2017 9:37,Brooklyn,73,Complainant Uncooperative,3/18/2017,3/23/2017 14:05,4/3/2017 9:37
70,201901453,2/16/2019,2/16/2019 16:26,3/19/2020 16:33,Queens,114,Substantiated (Command Lvl Instructions),2/16/2019,2/16/2019 16:26,3/19/2020 16:33
71,201703276,4/19/2017,4/27/2017 10:59,9/19/2017 17:00,Bronx,46,Unfounded,4/19/2017,4/27/2017 10:59,9/19/2017 17:00
72,202001181,11/17/2019,2/12/2020 11:23,9/2/2021 11:49,Staten Island,120,Mediation Attempted,11/17/2019,2/12/2020 11:23,9/2/2021 11:49
73,202206524,9/25/2022,9/28/2022 14:10,12/14/2023 12:17,Bronx,46,Substantiated (Charges),9/25/2022,9/28/2022 14:10,12/14/2023 12:17
74,202106081,10/5/2021,10/11/2021 13:14,3/17/2023 17:02,Brooklyn,90,Substantiated (Charges),10/5/2021,10/11/2021 13:14,3/17/2023 17:02
75,202303523,4/13/2023,4/20/2023 17:36,6/28/2023 9:05,Queens,109,Complaint Withdrawn,4/13/2023,4/20/2023 17:36,6/28/2023 9:05
76,201901928,3/3/2019,3/5/2019 9:41,7/14/2020 17:51,Bronx,47,Unsubstantiated,3/3/2019,3/5/2019 9:41,7/14/2020 17:51
77,202207559,11/6/2022,11/7/2022 8:27,4/19/2023 13:03,Brooklyn,90,Officer(s) Unidentified,11/6/2022,11/7/2022 8:27,4/19/2023 13:03
78,202105593,1/3/2021,9/17/2021 22:24,5/25/2022 15:17,Brooklyn,75,Substantiated (Command Discipline A),1/3/2021,9/17/2021 22:24,5/25/2022 15:17
79,202101823,2/13/2021,3/22/2021 11:02,7/12/2021 9:58,Brooklyn,69,Complainant Uncooperative,2/13/2021,3/22/2021 11:02,7/12/2021 9:58
80,201909338,10/25/2019,10/25/2019 17:05,12/2/2020 9:52,Manhattan,14,Officer(s) Unidentified,10/25/2019,10/25/2019 17:05,12/2/2020 9:52
81,202308920,9/20/2023,9/21/2023 10:09,12/18/2023 10:03,Brooklyn,73,Complainant Uncooperative,9/20/2023,9/21/2023 10:09,12/18/2023 10:03
82,202206860,10/1/2022,10/12/2022 11:23,1/19/2023 10:07,Manhattan,23,Complainant Uncooperative,10/1/2022,10/12/2022 11:23,1/19/2023 10:07
83,202401024,1/17/2024,1/30/2024 9:40,4/24/2024 8:16,Brooklyn,83,OMB PEG Directive Closure,1/17/2024,1/30/2024 9:40,4/24/2024 8:16
84,202000263,11/29/2019,1/10/2020 23:15,6/16/2020 15:31,Bronx,40,Complainant Uncooperative,11/29/2019,1/10/2020 23:15,6/16/2020 15:31
85,202309860,10/5/2023,10/19/2023 10:19,1/5/2024 9:32,Bronx,42,Complainant Unavailable,10/5/2023,10/19/2023 10:19,1/5/2024 9:32
86,201808698,10/11/2018,10/19/2018 12:51,1/4/2019 13:56,Queens,113,Complainant Uncooperative,10/11/2018,10/19/2018 12:51,1/4/2019 13:56
87,201705359,6/27/2017,7/1/2017 9:50,3/8/2018 17:18,Manhattan,28,Exonerated,6/27/2017,7/1/2017 9:50,3/8/2018 17:18
88,202207904,11/11/2022,11/17/2022 12:28,3/14/2023 14:00,Brooklyn,75,Closed - Pending Litigation,11/11/2022,11/17/2022 12:28,3/14/2023 14:00
89,201705307,6/27/2017,6/29/2017 17:59,11/22/2017 11:31,Brooklyn,88,Substantiated (Command Lvl Instructions),6/27/2017,6/29/2017 17:59,11/22/2017 11:31
90,202008498,12/28/2020,12/30/2020 11:53,3/10/2021 11:04,Bronx,44,Closed - Pending Litigation,12/28/2020,12/30/2020 11:53,3/10/2021 11:04
91,202307396,7/22/2023,8/8/2023 11:48,3/26/2024 20:09,Bronx,46,Miscellaneous - Subject Resigned,7/22/2023,8/8/2023 11:48,3/26/2024 20:09
92,201903241,4/12/2019,4/15/2019 15:01,6/17/2019 10:11,Brooklyn,60,Complainant Uncooperative,4/12/2019,4/15/2019 15:01,6/17/2019 10:11
93,202400209,2/24/2023,4/4/2023 14:07,4/16/2024 15:36,Manhattan,20,Unfounded,2/24/2023,4/4/2023 14:07,4/16/2024 15:36
94,201710160,12/1/2017,12/7/2017 11:38,1/28/2019 18:07,Brooklyn,71,Substantiated (Command Discipline B),12/1/2017,12/7/2017 11:38,1/28/2019 18:07
95,201804291,5/20/2018,5/30/2018 11:04,3/12/2019 18:22,Queens,101,Unsubstantiated,5/20/2018,5/30/2018 11:04,3/12/2019 18:22
96,201907443,8/9/2019,8/21/2019 11:06,12/2/2019 10:14,Brooklyn,62,Complaint Withdrawn,8/9/2019,8/21/2019 11:06,12/2/2019 10:14
97,202204384,7/5/2022,7/5/2022 21:49,11/22/2023 15:51,Brooklyn,79,Unable to Determine,7/5/2022,7/5/2022 21:49,11/22/2023 15:51
98,201701920,3/6/2017,3/13/2017 10:57,4/20/2017 9:25,Brooklyn,79,Complainant Unavailable,3/6/2017,3/13/2017 10:57,4/20/2017 9:25
99,201810463,11/10/2018,12/17/2018 11:35,2/14/2019 14:42,Staten Island,120,Complainant Uncooperative,11/10/2018,12/17/2018 11:35,2/14/2019 14:42
100,202401873,2/16/2024,2/23/2024 12:33,3/26/2024 20:16,Brooklyn,72,OMB PEG Directive Closure,2/16/2024,2/23/2024 12:33,3/26/2024 20:16
101,201908101,9/4/2019,9/13/2019 11:01,12/2/2019 21:14,Bronx,40,Alleged Victim Uncooperative,9/4/2019,9/13/2019 11:01,12/2/2019 21:14
102,202000179,12/27/2019,1/9/2020 11:10,12/15/2021 17:24,Brooklyn,77,Unsubstantiated,12/27/2019,1/9/2020 11:10,12/15/2021 17:24
103,202100578,6/27/2020,1/26/2021 11:16,4/20/2021 13:08,Bronx,47,Complainant Uncooperative,6/27/2020,1/26/2021 11:16,4/20/2021 13:08
104,202002009,3/1/2020,3/10/2020 10:01,7/14/2020 17:59,Queens,101,Closed - Pending Litigation,3/1/2020,3/10/2020 10:01,7/14/2020 17:59
105,201708879,10/20/2017,10/26/2017 11:11,4/4/2018 11:12,Manhattan,34,Substantiated (Command Discipline B),10/20/2017,10/26/2017 11:11,4/4/2018 11:12
106,202204532,7/1/2022,7/11/2022 10:35,11/2/2023 17:36,Manhattan,5,Unable to Determine,7/1/2022,7/11/2022 10:35,11/2/2023 17:36
107,202002259,3/16/2020,3/19/2020 23:26,6/18/2020 5:18,Queens,113,Complainant Uncooperative,3/16/2020,3/19/2020 23:26,6/18/2020 5:18
108,202004104,6/7/2020,6/7/2020 1:07,1/26/2022 12:30,Manhattan,34,Mediation Attempted,6/7/2020,6/7/2020 1:07,1/26/2022 12:30
109,201703146,3/9/2017,4/24/2017 14:45,9/19/2017 16:59,Brooklyn,62,Unsubstantiated,3/9/2017,4/24/2017 14:45,9/19/2017 16:59
110,201809237,11/14/2018,11/19/2018 0:00,8/1/2019 18:23,Bronx,49,Officer(s) Unidentified,11/14/2018,11/19/2018,8/1/2019 18:23
111,201700191,1/6/2017,1/9/2017 14:43,9/22/2017 18:12,Bronx,41,Exonerated,1/6/2017,1/9/2017 14:43,9/22/2017 18:12
112,202003194,5/2/2020,5/11/2020 11:34,4/21/2022 17:16,Manhattan,24,Unsubstantiated,5/2/2020,5/11/2020 11:34,4/21/2022 17:16
113,202206186,8/31/2022,9/16/2022 8:30,12/3/2022 14:17,Brooklyn,88,Closed - Pending Litigation,8/31/2022,9/16/2022 8:30,12/3/2022 14:17
114,202401632,1/30/2024,2/16/2024 8:31,3/26/2024 20:16,Bronx,50,OMB PEG Directive Closure,1/30/2024,2/16/2024 8:31,3/26/2024 20:16
115,202301070,2/6/2023,2/7/2023 10:30,12/20/2023 18:25,Queens,113,Unfounded,2/6/2023,2/7/2023 10:30,12/20/2023 18:25
116,201904758,5/24/2019,6/3/2019 11:19,9/13/2019 22:51,Staten Island,120,Complainant Uncooperative,5/24/2019,6/3/2019 11:19,9/13/2019 22:51
117,201709436,10/14/2017,11/14/2017 10:59,1/29/2018 11:43,Brooklyn,70,Closed - Pending Litigation,10/14/2017,11/14/2017 10:59,1/29/2018 11:43
118,201909886,11/11/2019,11/11/2019 22:16,7/26/2021 15:11,Queens,104,Mediation Attempted,11/11/2019,11/11/2019 22:16,7/26/2021 15:11
119,202000033,12/30/2019,12/31/2019 15:11,6/1/2020 11:40,Queens,114,Complainant Uncooperative,12/30/2019,12/31/2019 15:11,6/1/2020 11:40
120,202002656,4/12/2020,4/12/2020 3:28,8/25/2020 9:58,Manhattan,28,Complainant Unavailable,4/12/2020,4/12/2020 3:28,8/25/2020 9:58
121,202000818,1/30/2020,1/30/2020 17:11,1/21/2022 14:20,Manhattan,14,Substantiated (Command Discipline B),1/30/2020,1/30/2020 17:11,1/21/2022 14:20
122,202305809,6/20/2023,6/27/2023 10:52,9/12/2023 10:41,Bronx,44,Closed - Pending Litigation,6/20/2023,6/27/2023 10:52,9/12/2023 10:41
123,201801184,2/6/2018,2/12/2018 11:20,5/15/2018 13:43,Brooklyn,67,Complainant Uncooperative,2/6/2018,2/12/2018 11:20,5/15/2018 13:43
124,201709997,11/27/2017,12/1/2017 14:27,12/21/2017 14:52,Bronx,44,Complaint Withdrawn,11/27/2017,12/1/2017 14:27,12/21/2017 14:52
125,202208474,12/10/2022,12/10/2022 4:58,3/16/2023 15:37,Brooklyn,76,Complainant Unavailable,12/10/2022,12/10/2022 4:58,3/16/2023 15:37
126,201808988,10/28/2018,10/29/2018 3:25,5/2/2019 9:12,Manhattan,5,Unsubstantiated,10/28/2018,10/29/2018 3:25,5/2/2019 9:12
127,201902806,3/29/2019,4/1/2019 15:40,5/3/2019 12:16,Manhattan,28,Complaint Withdrawn,3/29/2019,4/1/2019 15:40,5/3/2019 12:16
128,201906457,4/2/2019,7/24/2019 12:26,1/9/2020 11:19,Brooklyn,77,Complainant Unavailable,4/2/2019,7/24/2019 12:26,1/9/2020 11:19
129,201707753,9/8/2017,9/19/2017 15:31,4/24/2018 19:56,Staten Island,120,Substantiated (Command Lvl Instructions),9/8/2017,9/19/2017 15:31,4/24/2018 19:56
130,202106837,8/21/2021,11/9/2021 20:16,1/21/2022 9:15,Bronx,48,Complainant Uncooperative,8/21/2021,11/9/2021 20:16,1/21/2022 9:15
131,202303732,5/1/2023,5/1/2023 11:08,5/3/2024 10:24,Manhattan,25,Unable to Determine,5/1/2023,5/1/2023 11:08,5/3/2024 10:24
132,202101439,3/3/2021,3/4/2021 15:19,11/8/2022 17:37,Manhattan,26,Unsubstantiated,3/3/2021,3/4/2021 15:19,11/8/2022 17:37
133,202107029,11/17/2021,11/18/2021 12:11,3/14/2023 14:58,Staten Island,120,Officer(s) Unidentified,11/17/2021,11/18/2021 12:11,3/14/2023 14:58
134,201800570,1/13/2018,1/19/2018 20:11,7/31/2018 17:46,Bronx,41,Mediation Attempted,1/13/2018,1/19/2018 20:11,7/31/2018 17:46
135,201900643,1/1/2019,1/21/2019 17:47,4/25/2019 15:48,Bronx,46,Complainant Uncooperative,1/1/2019,1/21/2019 17:47,4/25/2019 15:48
136,202103637,6/17/2021,6/17/2021 13:05,9/7/2022 15:25,Manhattan,20,Substantiated (Command Discipline B),6/17/2021,6/17/2021 13:05,9/7/2022 15:25
137,202208644,9/27/2022,12/19/2022 15:37,12/20/2023 18:25,Queens,107,Unable to Determine,9/27/2022,12/19/2022 15:37,12/20/2023 18:25
138,201800138,12/31/2017,1/4/2018 11:43,2/9/2018 11:12,Manhattan,30,Complaint Withdrawn,12/31/2017,1/4/2018 11:43,2/9/2018 11:12
139,201805163,2/20/2018,6/25/2018 0:00,8/15/2018 8:10,Queens,112,Closed - Pending Litigation,2/20/2018,6/25/2018,8/15/2018 8:10
140,201706947,8/21/2017,8/23/2017 12:40,11/14/2017 11:55,Brooklyn,90,Mediated,8/21/2017,8/23/2017 12:40,11/14/2017 11:55
141,202203594,5/9/2022,6/5/2022 3:46,8/17/2022 9:47,Queens,111,Complainant Uncooperative,5/9/2022,6/5/2022 3:46,8/17/2022 9:47
142,202305784,6/20/2023,6/27/2023 12:56,10/12/2023 14:00,Bronx,50,Mediated,6/20/2023,6/27/2023 12:56,10/12/2023 14:00
143,202305129,6/3/2023,6/7/2023 14:31,1/25/2024 15:12,Bronx,46,OMB PEG Directive Closure,6/3/2023,6/7/2023 14:31,1/25/2024 15:12
144,202403807,2/16/2024,4/17/2024 18:08,6/13/2024 9:10,Brooklyn,84,Closed - Pending Litigation,2/16/2024,4/17/2024 18:08,6/13/2024 9:10
145,201701196,2/8/2017,2/14/2017 11:28,2/21/2017 10:30,Bronx,44,Complaint Withdrawn,2/8/2017,2/14/2017 11:28,2/21/2017 10:30
146,202206264,9/2/2022,9/20/2022 7:46,5/3/2024 10:24,Bronx,41,Unable to Determine,9/2/2022,9/20/2022 7:46,5/3/2024 10:24
147,202107496,12/7/2021,12/9/2021 11:34,5/16/2023 11:39,Brooklyn,78,Unfounded,12/7/2021,12/9/2021 11:34,5/16/2023 11:39
148,202102032,3/20/2021,3/30/2021 11:14,9/7/2021 10:24,Brooklyn,73,Complainant Uncooperative,3/20/2021,3/30/2021 11:14,9/7/2021 10:24
149,201907520,8/23/2019,8/23/2019 13:03,12/31/2019 11:13,Queens,107,Complainant Uncooperative,8/23/2019,8/23/2019 13:03,12/31/2019 11:13
150,202106612,10/22/2021,11/1/2021 10:39,12/28/2021 15:32,Brooklyn,61,Complainant Uncooperative,10/22/2021,11/1/2021 10:39,12/28/2021 15:32
151,202203030,4/18/2022,5/12/2022 11:14,8/21/2023 13:25,Staten Island,122,Substantiated (Command Discipline B),4/18/2022,5/12/2022 11:14,8/21/2023 13:25
152,201809505,11/9/2018,11/14/2018 11:10,1/9/2019 13:59,Queens,109,Complaint Withdrawn,11/9/2018,11/14/2018 11:10,1/9/2019 13:59
153,202003801,5/30/2020,5/31/2020 15:17,9/2/2021 11:49,Queens,112,Mediation Attempted,5/30/2020,5/31/2020 15:17,9/2/2021 11:49
154,202309749,10/14/2023,10/17/2023 9:41,12/19/2023 12:53,Brooklyn,60,Closed - Pending Litigation,10/14/2023,10/17/2023 9:41,12/19/2023 12:53
155,202202247,4/10/2022,4/10/2022 20:57,4/12/2023 8:28,Manhattan,14,Officer(s) Unidentified,4/10/2022,4/10/2022 20:57,4/12/2023 8:28
156,202204476,7/4/2022,7/8/2022 14:42,11/22/2023 16:29,Manhattan,33,Substantiated (Command Discipline B),7/4/2022,7/8/2022 14:42,11/22/2023 16:29
157,201806761,3/19/2018,8/16/2018 0:00,4/15/2019 18:14,Bronx,46,Substantiated (Command Discipline A),3/19/2018,8/16/2018,4/15/2019 18:14
158,201703185,4/13/2017,4/24/2017 11:14,1/25/2018 15:56,Manhattan,32,Substantiated (Command Discipline B),4/13/2017,4/24/2017 11:14,1/25/2018 15:56
159,201800681,1/28/2018,1/30/2018 0:00,5/31/2018 17:25,Queens,102,Mediation Attempted,1/28/2018,1/30/2018,5/31/2018 17:25
160,202302432,3/22/2023,3/22/2023 19:12,12/14/2023 12:21,Manhattan,1,Unfounded,3/22/2023,3/22/2023 19:12,12/14/2023 12:21
161,201707096,8/21/2017,8/28/2017 16:25,1/9/2018 12:37,Brooklyn,69,Substantiated (Command Discipline B),8/21/2017,8/28/2017 16:25,1/9/2018 12:37
162,201700370,1/7/2017,1/17/2017 11:00,5/5/2017 12:20,Brooklyn,75,Mediation Attempted,1/7/2017,1/17/2017 11:00,5/5/2017 12:20
163,201900047,1/2/2019,1/3/2019 10:32,4/24/2019 18:19,Manhattan,18,Unsubstantiated,1/2/2019,1/3/2019 10:32,4/24/2019 18:19
164,202003508,5/25/2020,5/25/2020 6:43,9/1/2020 12:08,Bronx,43,Complainant Unavailable,5/25/2020,5/25/2020 6:43,9/1/2020 12:08
165,202003574,5/19/2020,5/27/2020 11:37,9/1/2020 13:01,Queens,115,Complainant Unavailable,5/19/2020,5/27/2020 11:37,9/1/2020 13:01
166,201903549,4/16/2019,4/23/2019 0:00,10/25/2019 16:34,Brooklyn,70,Exonerated,4/16/2019,4/23/2019,10/25/2019 16:34
167,202100305,1/5/2021,1/14/2021 10:30,6/9/2022 16:29,Brooklyn,68,Substantiated (Command Discipline B),1/5/2021,1/14/2021 10:30,6/9/2022 16:29
168,201703149,4/22/2017,4/22/2017 14:06,5/25/2017 14:39,Manhattan,28,Complainant Uncooperative,4/22/2017,4/22/2017 14:06,5/25/2017 14:39
169,201903081,4/10/2019,4/10/2019 8:51,6/3/2019 12:36,Bronx,40,Complainant Uncooperative,4/10/2019,4/10/2019 8:51,6/3/2019 12:36
